zarobki_min,zarobki_max,nazwa,miasto,zdalnie,Unnamed: 0,zarobki
Brak danych,Brak danych,(CTO) Senior AWS Python Developer,Kraków,Nie,,
Brak danych,Brak danych,(CTO) Cloud Security Engineer,Kraków,Nie,,
Brak danych,Brak danych,Traded Risk Quant EQ FX - Senior AVP,Kraków,Nie,,
Brak danych,Brak danych,Traded Risk Quant - Senior AVP - Germany,Kraków,Nie,,
Brak danych,Brak danych,Menedżer ds. Data Science,Warszawa,Nie,,
4800,7850,Junior QA Specialist,Nie podano,Tak,,
Brak danych,Brak danych,Administrator Unix & Cloud,Warszawa,Tak,,
Brak danych,Brak danych,Risk Analyst,Kraków,Nie,,
Brak danych,Brak danych,Functional Tester,Nie podano,Tak,,
Brak danych,Brak danych,Cyber Security Engineer,Kraków,Tak,,
Brak danych,Brak danych,System Integrator,Kraków,Tak,,
Brak danych,Brak danych,Senior System Integrator,Kraków,Tak,,
Brak danych,Brak danych,Technology Consultant,Warszawa,Tak,,
Brak danych,Brak danych,DevOps/Cloud Engineer,Nie podano,Tak,,
Brak danych,Brak danych,Cyber Security Engineer,Kraków,Tak,,
Brak danych,Brak danych,System Integrator,Kraków,Tak,,
Brak danych,Brak danych,Expert Software Engineer,Nie podano,Tak,,
Brak danych,Brak danych,(IT CCM) Solution Architect,Kraków,Nie,,
Brak danych,Brak danych,Agile Test Engineer,Kraków,Tak,,
Brak danych,Brak danych,Agile Test Engineer in Coredev,Kraków,Nie,,
Brak danych,Brak danych,C++ Developer in Code Security Audit,Kraków,Nie,,
Brak danych,Brak danych,Senior Devops Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular DevOps Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Senior JavaScript Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular JavaScript Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular C++ Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Senior C++ Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Senior Java Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular Java Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Senior QA Automation Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Regular QA Automation Engineer,Wrocław,Tak,,
Brak danych,Brak danych,Programista C/C++ Systemów Embedded (k/m),Zielonka,Nie,,
Brak danych,Brak danych,Devops & DBA Engineer,Kraków,Tak,,
Brak danych,Brak danych,Devops & DBA Engineer,Kraków,Tak,,
Brak danych,Brak danych,Devops Engineer,Kraków,Tak,,
Brak danych,Brak danych,R&D Front-end QA Specialist for Mission Critical Communication,Kraków,Nie,,
Brak danych,Brak danych,R&D Python Test Automation Engineer for Mission Critical Communication,Kraków,Nie,,
Brak danych,Brak danych,Python Tester,Kraków,Tak,,
Brak danych,Brak danych,Embedded Linux Developer,Kraków,Tak,,
Brak danych,Brak danych,Embedded C & Python Developer,Kraków,Tak,,
Brak danych,Brak danych,Software Frontend Developer / React,Kraków,Tak,,
Brak danych,Brak danych,Senior R&D Quality Engineer,Kraków,Tak,,
Brak danych,Brak danych,Junior IT Systems Administrator,Kraków,Tak,,
Brak danych,Brak danych,Młodszy Programista .NET/Azure,Nie podano,Tak,0.0,
Brak danych,Brak danych,Programista .NET Azure,"Katowice, Łódź",Tak,1.0,
Brak danych,Brak danych,Programista .NET Core,Nie podano,Tak,2.0,
Brak danych,Brak danych,Programista .NET,Nie podano,Tak,3.0,
Brak danych,Brak danych,.NET Internship,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Nie,4.0,
Brak danych,Brak danych,.Net Automation Test Engineer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Krakow, Łódź, Lublin, Poznań, Rzeszów, Warsaw, Wrocław",Tak,5.0,
17 000,25 000,Senior .NET Developer,Nie podano,Tak,6.0,
14 000,22 000,Backend .NET Developer,Nie podano,Tak,7.0,
Brak danych,Brak danych,QA Automation,Nie podano,Nie,8.0,
Brak danych,Brak danych,.Net Software Engineer,Nie podano,Tak,9.0,
Brak danych,Brak danych,Software Development Engineer in Test (SDET),Nie podano,Tak,10.0,
Brak danych,Brak danych,Senior C# Developer,Nie podano,Tak,11.0,
Brak danych,Brak danych,.Net Automation Test Engineer,Nie podano,Nie,12.0,
Brak danych,Brak danych,.NET Developer,Nie podano,Nie,13.0,
Brak danych,Brak danych,SQL and .net Developer,Nie podano,Nie,14.0,
Brak danych,Brak danych,Senior SQL and .net Developer,Nie podano,Nie,15.0,
Brak danych,Brak danych,Programista .NET Azure,"Katowice, Warsaw",Nie,16.0,
Brak danych,Brak danych,Programista .NET Azure,"Gdynia, Gliwice",Tak,17.0,
Brak danych,Brak danych,QA Automation,"Białystok, Gdańsk, Krakow, Łódź, Lublin, Poznań, Szczecin, Warsaw, Wrocław",Tak,18.0,
Brak danych,Brak danych,Programista .NET Azure,"Anif, Salzburg",Tak,19.0,
10 300,20 000,Backend .NET Developer,Nie podano,Tak,20.0,
14 000,18 000,Backend C#/.NET Developer (WPF),Nie podano,Tak,21.0,
20 100,25 200,Senior .NET Engineer,Nie podano,Tak,22.0,
Brak danych,Brak danych,.NET Developer,Nie podano,Tak,23.0,
Brak danych,Brak danych,.NET Internship,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,24.0,
Brak danych,Brak danych,.NET Internship,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,25.0,
Brak danych,Brak danych,.NET Internship,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,26.0,
Brak danych,Brak danych,Programista .NET Azure,"Kraków, Wrocław",Nie,27.0,
Brak danych,Brak danych,C# .net Regular Developer,Nie podano,Tak,28.0,
Brak danych,Brak danych,Fenergo Experienced QA,Nie podano,Nie,29.0,
Brak danych,Brak danych,Fenergo Senior Developer,Nie podano,Tak,30.0,
Brak danych,Brak danych,.NET Internship,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,31.0,
11 000,17 000,Fullstack C#/.NET Developer (React),Nie podano,Tak,32.0,
17 000,23 000,Senior .Net Developer,Nie podano,Tak,33.0,
Brak danych,Brak danych,Programista .NET Azure,"Kraków, Zabierzów",Tak,34.0,
Brak danych,Brak danych,Programista .NET Core,"Lublin, Poznań, Warszawa",Tak,35.0,
Brak danych,Brak danych,.NET Internship,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,36.0,
Brak danych,Brak danych,Programista .NET Core,"Gdańsk, Lublin, Warszawa",Tak,37.0,
Brak danych,Brak danych,Programista .NET Azure,"Starogard Gdański, Warszawa",Tak,38.0,
Brak danych,Brak danych,.NET Internship,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,39.0,
14 000,17 000,Fullstack React/.NET Developer,Nie podano,Tak,40.0,
8 000,14 000,Backend .NET Developer,Nie podano,Tak,41.0,
12 000,18 000,Fullstack Net&React Developer,Nie podano,Tak,42.0,
10 000,16 000,Senior Backend C#/.NET Developer,Nie podano,Tak,43.0,
7 000,11 000,Junior Backend C#/.NET Developer,Nie podano,Tak,44.0,
10 000,16 000,Senior Backend C#/.NET Developer,Nie podano,Tak,45.0,
14 000,17 000,Backend C#/.NET Developer,Nie podano,Tak,46.0,
Brak danych,Brak danych,.NET/OPS Developer (Junior/Mid),Nie podano,Tak,47.0,
Brak danych,Brak danych,.Net Developer (B2B),Nie podano,Tak,48.0,
15 000,18 000,Senior Identity&Access Management Lead/Architect,Nie podano,Tak,49.0,
8 000,19 900,.NET Developer,Nie podano,Tak,50.0,
Brak danych,Brak danych,Full Stack .NET Developer (banking sector),Nie podano,Tak,51.0,
Brak danych,Brak danych,.NET Internship,"Gdańsk, Katowice, Kielce, Kraków, Warszawa",Tak,52.0,
Brak danych,Brak danych,C#/.NET Software Engineer,Nie podano,Tak,53.0,
Brak danych,Brak danych,Asseco Starter - Programista .NET,Nie podano,Tak,54.0,
Brak danych,Brak danych,Młodszy Programista .NET,Nie podano,Tak,55.0,
Brak danych,Brak danych,QA Lead,Nie podano,Nie,56.0,
Brak danych,Brak danych,Senior Azure C# Developer,Nie podano,Tak,57.0,
Brak danych,Brak danych,Regular .Net Developer with Cloud,Nie podano,Tak,58.0,
14 000,19 000,Full Stack .NET Developer,Nie podano,Tak,59.0,
14 000,26 000,Senior .NET Developer,Nie podano,Tak,60.0,
Brak danych,Brak danych,.NET Developer (Mid/Senior),Nie podano,Tak,61.0,
Brak danych,Brak danych,.NET Developer,Nie podano,Tak,62.0,
Brak danych,Brak danych,.NET Financial Engineer with VBA,Nie podano,Tak,63.0,
Brak danych,Brak danych,Asseco Starter - Programista .NET,Nie podano,Tak,64.0,
7 000,11 000,Junior .Net/C# Developer,Nie podano,Tak,65.0,
Brak danych,Brak danych,Senior FullStack Developer (C#+Angular),Nie podano,Tak,66.0,
15 000,18 000,Lead Developer / Architect,Nie podano,Tak,67.0,
7 000,11 000,.Net C# Junior Developer,Nie podano,Tak,68.0,
Brak danych,Brak danych,Fullstack Developer (.NET + Angular),Nie podano,Tak,69.0,
8 000,14 000,.NET Developer,Nie podano,Tak,70.0,
14 000,17 000,Fullstack Net & React Developer,Nie podano,Tak,71.0,
14 000,17 000,C# / .Net Developer,Nie podano,Tak,72.0,
10 000,16 000,Senior C#/.Net Developer,Nie podano,Tak,73.0,
Brak danych,Brak danych,Backend .NET Developer / Coordinator,Nie podano,Tak,74.0,
Brak danych,Brak danych,Desktop .NET Developer - WPF/WCF,"Katowice, Krakow, Poznań, Stockholm, Warsaw, Wrocław",Tak,75.0,
Brak danych,Brak danych,Programista .NET Azure,"Łódź, Warsaw",Tak,76.0,
Brak danych,Brak danych,.Net Automation Test Engineer,"Białystok, Bydgoszcz, Częstochowa, Gdańsk, Gliwice, Katowice, Krakow, Łódź, Lublin, Poznań, Rzeszów, Warsaw, Wrocław",Tak,77.0,
16 000,21 000,.Net Developer,Nie podano,Tak,78.0,
10 000,16 000,.NET Developer,Nie podano,Tak,79.0,
12 000,26 000,Backend C#/.NET Core Developer,Nie podano,Tak,80.0,
Brak danych,Brak danych,Backend .NET/C# Developer,Nie podano,Tak,81.0,
Brak danych,Brak danych,Praktyki w Zespole Programistów .NET,Nie podano,Tak,82.0,
Brak danych,Brak danych,Senior C#/.NET Developer,Nie podano,Tak,83.0,
Brak danych,Brak danych,C# / .NET Orchestrade Developer,Nie podano,Nie,84.0,
Brak danych,Brak danych,Programista .NET Azure,"Krakow, Wrocław",Nie,85.0,
Brak danych,Brak danych,Senior .NET Developer,Nie podano,Tak,86.0,
Brak danych,Brak danych,Senior QA Automation Engineer,Nie podano,Tak,87.0,
26 800,30 200,Senior Full Stack .NET Developer (Angular),Nie podano,Tak,88.0,
Brak danych,Brak danych,Junior .Net Developer,Nie podano,Tak,89.0,
Brak danych,Brak danych,Senior .Net Developer (B2B),Nie podano,Tak,90.0,
Brak danych,Brak danych,Programista .NET,Nie podano,Tak,91.0,
14 000,21 000,Senior .NET Developer,Nie podano,Tak,92.0,
12 000,19 000,.NET Developer,Nie podano,Tak,93.0,
Brak danych,Brak danych,.NET Developer,Nie podano,Tak,94.0,
Brak danych,Brak danych,Programista .NET Core,"Krakow, Warsaw, Wrocław",Tak,95.0,
6 000,10 000,Junior .NET Developer,Nie podano,Tak,96.0,
12 000,17 000,C#/.NET software engineer - WatchGuard,Nie podano,Tak,97.0,
Brak danych,Brak danych,.NET Developer (remote),Nie podano,Tak,98.0,
Brak danych,Brak danych,Programista .NET Core,"Gdańsk, Łódź, Wrocław",Tak,99.0,
Brak danych,Brak danych,.NET Internship,"Gdańsk, Kraków, Poznań, Warszawa, Wrocław",Tak,100.0,
18 500,25 000,Senior JavaScript Developer,Nie podano,Tak,0.0,
9 500,12 500,Junior JavaScript Developer,Nie podano,Tak,1.0,
23 500,30 200,Senior React Developer,Nie podano,Tak,2.0,
9 500,12 500,Junior JavaScript Developer,"Katowice, Łódź",Tak,3.0,
9 500,12 500,Junior JavaScript Developer,"Katowice, Łódź",Tak,4.0,
13 000,17 700,Fullstack Developer,Nie podano,Tak,5.0,
Brak danych,Brak danych,Programista Front-End,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Nie,6.0,
23 500,30 200,Senior React Developer,"Kraków, Warszawa, Wrocław",Tak,7.0,
Brak danych,Brak danych,React developer,Nie podano,Tak,8.0,
Brak danych,Brak danych,Programista Front-End,"Gdańsk, Katowice, Kielce, Kraków, Warszawa",Tak,9.0,
14 000,17 000,Frontend React Developer,Nie podano,Tak,10.0,
Brak danych,Brak danych,Senior JavaScript Developer (Angular),Nie podano,Tak,11.0,
Brak danych,Brak danych,Regular JavaScript Engineer,Nie podano,Tak,12.0,
Brak danych,Brak danych,Senior JavaScript Engineer,Nie podano,Tak,13.0,
Brak danych,Brak danych,Fullstack Engineer (JavaScript + React) - Envysion,Nie podano,Tak,14.0,
10 000,19 500,Front-end Developer Vue.js,Nie podano,Tak,15.0,
14 000,24 000,React Senior Developer,Nie podano,Tak,16.0,
Brak danych,Brak danych,Programista Front-End,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,17.0,
15 300,23 500,Senior Vue.js Developer,Nie podano,Tak,18.0,
8 500,16 000,Programista front-end,Nie podano,Tak,19.0,
Brak danych,Brak danych,Front-end Developer,Nie podano,Tak,20.0,
23 500,30 200,Senior React Developer,"Kraków, Warszawa, Wrocław",Tak,21.0,
13 600,16 100,Frontend Developer,Nie podano,Tak,22.0,
19 700,23 700,Senior Frontend Developer,Nie podano,Tak,23.0,
9 500,12 500,Junior JavaScript Developer,"Kraków, Warszawa",Tak,24.0,
19 700,23 700,Senior SRE Developer,Nie podano,Tak,25.0,
19 700,23 700,Senior Fullstack JavaScript Developer,Nie podano,Tak,26.0,
Brak danych,Brak danych,Angular Developer (Avaloq),Nie podano,Tak,27.0,
23 500,30 200,Senior React Developer,"Katowice, Kielce, Kraków",Tak,28.0,
11 000,17 000,R&D Frontend QA Specialist,Nie podano,Tak,29.0,
11 000,17 000,R&D Frontend React Developer,Nie podano,Tak,30.0,
8 000,14 000,Frontend React Developer,Nie podano,Tak,31.0,
14 000,17 000,Frontend React Developer,Nie podano,Tak,32.0,
12 000,23 000,Senior Node.js Developer,Nie podano,Tak,33.0,
Brak danych,Brak danych,WordPress Developer (part-time or 3mths full-time),Nie podano,Tak,34.0,
15 000,22 000,Frontend Engineer,Nie podano,Tak,35.0,
18 000,27 000,Front-end Developer (Angular),Nie podano,Tak,36.0,
5 000,9 500,Full-Stack Developer,Nie podano,Tak,37.0,
Brak danych,Brak danych,Front-End Tech Lead,"Łódź, Lublin, Poznań, Warszawa",Tak,38.0,
9 500,12 500,Junior JavaScript Developer,"Gdańsk, Warszawa",Tak,39.0,
9 000,15 000,Senior Frontend React/TypeScript Developer,Nie podano,Tak,40.0,
12 000,18 000,Frontend React Developer,Nie podano,Tak,41.0,
9 000,15 000,Front-End Developer (fully remote),Nie podano,Tak,42.0,
9 000,15 000,Frontend JavaScript Developer,Nie podano,Tak,43.0,
14 000,18 000,Senior Frontend/UI JavaScript Developer,Nie podano,Tak,44.0,
8 000,14 000,Frontend JavaScript Developer (React),Nie podano,Tak,45.0,
10 000,18 000,Node.js Developer,Nie podano,Tak,46.0,
23 500,30 200,Senior React Developer,"Katowice, Kielce, Krakow",Tak,47.0,
23 500,30 200,Senior React Developer,"Katowice, Kielce, Krakow",Tak,48.0,
3 200,6 200,React Developer (Regular/Senior),Nie podano,Tak,49.0,
Brak danych,Brak danych,Frontend Developer (Angular),Nie podano,Tak,50.0,
Brak danych,Brak danych,Frontend React Developer,Nie podano,Tak,51.0,
10 000,17 000,Frontend JavaScript Developer,Nie podano,Tak,52.0,
23 500,30 200,Senior React Developer,"Katowice, Krakow, Rzeszów",Tak,53.0,
13 000,17 000,Frontend React Developer,Nie podano,Tak,54.0,
18 000,26 000,Frontend Developer (Angular),Nie podano,Tak,55.0,
Brak danych,Brak danych,Senior Front-End Developer (Angular),Nie podano,Nie,56.0,
Brak danych,Brak danych,Angular Developer,Nie podano,Tak,57.0,
Brak danych,Brak danych,Front-End Developer,Nie podano,Nie,58.0,
10 000,17 000,Frontend Developer,Nie podano,Tak,59.0,
Brak danych,Brak danych,Asseco Starter - Programista Front-end,Nie podano,Tak,60.0,
Brak danych,Brak danych,Asseco Starter - Programista Front-end,Nie podano,Tak,61.0,
12 000,17 000,Frontend React Developer,Nie podano,Tak,62.0,
Brak danych,Brak danych,Programista Front-End,"Gdańsk, Katowice, Kraków, Lublin, Warszawa",Tak,63.0,
Brak danych,Brak danych,Senior React Software Developer,Nie podano,Tak,64.0,
Brak danych,Brak danych,Junior IT Specialist,Nie podano,Nie,65.0,
12 000,18 000,Remote Mid JavaScript Developer,Nie podano,Tak,66.0,
18 000,25 000,Remote Senior JavaScript Developer,Nie podano,Tak,67.0,
14 000,20 000,"React, React Native Developer",Nie podano,Tak,68.0,
9 500,12 500,Junior JavaScript Developer,"Gdynia, Warszawa",Tak,69.0,
9 500,12 500,Junior JavaScript Developer,"Gdynia, Warszawa",Tak,70.0,
9 500,12 500,Junior JavaScript Developer,"Białystok, Lublin",Tak,71.0,
9 500,12 500,Junior JavaScript Developer,"Gdynia, Warszawa",Tak,72.0,
9 500,12 500,Junior JavaScript Developer,"Białystok, Lublin",Tak,73.0,
7 000,14 000,Front-end Developer (Vue.js),Nie podano,Tak,74.0,
12 000,18 000,Frontend Angular Developer,Nie podano,Tak,75.0,
13 400,25 000,Senior Node.js Developer,Nie podano,Tak,76.0,
12 000,24 000,Node Developer,Nie podano,Tak,77.0,
14 000,19 000,Angular Senior Developer,Nie podano,Tak,78.0,
16 000,20 800,Front-end Engineer,Nie podano,Tak,79.0,
6 700,15 000,Node.js Developer,Nie podano,Tak,80.0,
Brak danych,Brak danych,JavaScript Developer,Nie podano,Nie,81.0,
Brak danych,Brak danych,Front-end Developer,Nie podano,Tak,82.0,
14 000,18 000,Senior Frontend Software Engineer,Nie podano,Tak,83.0,
Brak danych,Brak danych,Frontend Developer,Nie podano,Tak,84.0,
Brak danych,Brak danych,Frontend Developer,Nie podano,Tak,85.0,
Brak danych,Brak danych,Frontend Developer,Nie podano,Tak,86.0,
Brak danych,Brak danych,Frontend Developer (GDSA),Nie podano,Tak,87.0,
12 000,26 000,Frontend React Developer,Nie podano,Tak,88.0,
10 000,17 000,Frontend Developer,Nie podano,Tak,89.0,
23 500,30 200,Senior React Developer,"Gdańsk, Lublin, Warszawa",Tak,90.0,
8 000,14 000,Frontend React Developer,Nie podano,Tak,91.0,
Brak danych,Brak danych,Frontend Developer Commerzbank,Nie podano,Tak,92.0,
10 000,15 000,Web Game Developer,Nie podano,Tak,93.0,
Brak danych,Brak danych,"Senior Fullstack Developer (Java, React)",Nie podano,Tak,94.0,
Brak danych,Brak danych,Front-end Developer with React JS,Nie podano,Tak,95.0,
Brak danych,Brak danych,Senior Angular Developer,Nie podano,Tak,96.0,
Brak danych,Brak danych,React Developer,Nie podano,Tak,97.0,
9 000,14 000,React Mid Developer,Nie podano,Tak,98.0,
Brak danych,Brak danych,Front-End Tech Lead,"Kraków, Szczecin, Warszawa, Wrocław",Tak,99.0,
13 000,17 000,Frontend Developer,Nie podano,Tak,100.0,
Brak danych,Brak danych,Junior Test Automation Engineer - Trade Finance,Nie podano,Tak,101.0,
12 000,26 000,Frontend React Developer,Nie podano,Tak,102.0,
Brak danych,Brak danych,Frontend Angular Software Engineer,Nie podano,Tak,103.0,
Brak danych,Brak danych,React Software Developer,Nie podano,Tak,104.0,
Brak danych,Brak danych,Senior Java Developer with JavaScript,Nie podano,Nie,105.0,
Brak danych,Brak danych,Angular Developer,Nie podano,Tak,106.0,
20 000,28 000,Vue.js/Node.js Fullstack Developer,Nie podano,Tak,107.0,
Brak danych,Brak danych,Frontend Developer (React),Nie podano,Tak,108.0,
9 500,12 500,Junior JavaScript Developer,"Lublin, Wrocław",Tak,109.0,
23 500,30 200,Senior React Developer,"Kraków, Lublin, Wrocław",Tak,110.0,
9 500,12 500,Junior JavaScript Developer,"Katowice, Łódź",Tak,111.0,
Brak danych,Brak danych,Mid Node.js Developer,Nie podano,Tak,112.0,
Brak danych,Brak danych,Programista Front-End,"Białystok, Kielce, Łódź, Poznań, Zielona Góra",Tak,113.0,
Brak danych,Brak danych,Senior Node.js Backend Developer,Nie podano,Tak,114.0,
Brak danych,Brak danych,Senior Backend Developer,Nie podano,Tak,115.0,
Brak danych,Brak danych,Lead Engineering Manager (BE Background),Nie podano,Tak,116.0,
23 500,30 200,Senior React Developer,"Kraków, Lublin, Wrocław",Tak,117.0,
11 000,15 000,Senior React & Typescript Developer,Nie podano,Tak,118.0,
